text,book,chapter,chapter_title,paragraph,characters
"""Madam! Hold it by the other end! Now, now, ladies, don't all push! Careful of that spear, you could do someone a mischief-""",09_The Carpet People,18,CHAPTER 20,164,[]
"The mouls were staring in astonishment. Snibril hit two of them over the head before the others had time to react, and by then it was too late.",09_The Carpet People,18,CHAPTER 20,168,[]
"The women weren't the most efficient fighters Bane had ever seen, but Brocando had spent a couple of days giving them some secret training. Mealy had helped, too. And they were keen. Besides, not having been trained as proper soldiers was even a help. Dumii soldiers learned their tic-toe sword drill, and weren't up to novel ways invented as you went along, like hitting an enemy across the back of the knees with the end of a spear and stabbing him as he fell over. The women fought nastier.",09_The Carpet People,18,CHAPTER 20,169,"['Bane', 'Brocando', 'Mealy']"
"And ... was beaten. Valiantly beaten. They lost. Ware was never rebuilt. There was never a new Republic. The survivors fled to what remained of their homes, and that was the end of the history of civilization. For ever.",09_The Carpet People,18,CHAPTER 20,172,['Ware']
"Deep in the hairs, Culaina the thunorg moved without walking. She passed through future after future, and there they were, nearly all alike.",09_The Carpet People,18,CHAPTER 20,173,[]
Defeat. The end of the Empire. The end of the unimaginative men who thought there was a better way of doing things than fighting. The death of Bane. The death of Snibril. Everyone dead. For nothing.,09_The Carpet People,18,CHAPTER 20,174,['Bane']
"Now she moved without running, faster and faster through all the future of Maybe. They streamed past her. These were all the futures that never got written down-the futures where people lost, worlds crumbled, where the last wild chances were not quite enough. All of them had to happen, somewhere.",09_The Carpet People,18,CHAPTER 20,175,[]
"And then there was one, and only one. She was amazed. Normally futures came in bundles of thousands, differing in tiny little ways. But this one was all by itself. It barely existed. It had no right to exist. It was the million-to-one chance that the defenders would win.",09_The Carpet People,18,CHAPTER 20,177,[]
"She was fascinated. They were strange people, the Dumii. They thought they were as level-headed as a table, as practical as a shovel-and yet, in a great big world full of chaos and darkness and things they couldn't hope to understand, they acted as though they really believed in their little inventions, like ""law"" and ""justice"". And they didn't have enough imagination to give in.",09_The Carpet People,18,CHAPTER 20,178,['Dumii']
"The mouls pulled back again, but only to regroup. After all, there was nowhere for the Dumii to go. And Snibril thought that Jornarileesh was the sort who'd enjoy imagining them waiting for him, wondering about how it was all going to end.",09_The Carpet People,18,CHAPTER 20,183,['Jornarileesh']
He found Glurk and Bane leaning exhausted against a crumbled wall. Three Dumii women were with them; one of them was bandaging a wound on Glurk's arm with strips of what had once been a good dress.,09_The Carpet People,18,CHAPTER 20,184,"['Glurk', 'Bane', 'Glurk']"
"Bane said: ""I don't expect the mouls have much interest in history. After this, no more books. No more history. No more history books.""",09_The Carpet People,18,CHAPTER 20,187,['Bane']
"""I'd just like to say that no more history books is not the worst part, young man. Dying's probably the worst part,"" said Lady Vortex. ""History will look after itself.""",09_The Carpet People,18,CHAPTER 20,191,['Lady Vortex']
"All around the ruins of Ware people were sitting in small groups, or tending the wounded. Two pones had been killed. They at least were easy to count. Snibril hadn't seen Brocando or Pismire for a long time.",09_The Carpet People,18,CHAPTER 20,194,"['Brocando', 'Pismire']"
"Lady Vortex picked up a sword. She was bristling with anger. ""We shall see about final,"" she said, in a way that made Snibril think that it would be a very unlucky moul that ever attacked her. She turned to Bane. ""And when we get out of this, young man,"" she snapped, ""there's going to be some serious talking. If we're going to fight, we're going to have a bit of the future too-""",09_The Carpet People,18,CHAPTER 20,198,"['Lady Vortex', 'Bane']"
"But it seemed half-hearted. The ones in the front kept on coming, but gradually the ones behind slowed down. They were shouting at one another, and looking back at the hairs. Within a few seconds, they were milling around in bewilderment.",09_The Carpet People,18,CHAPTER 20,200,[]
"""Can't quite see ... there's fighting ... hang on ... "" He blinked. ""It's wights. Thousands and thousands of wights! They're attacking the mouls!""",09_The Carpet People,18,CHAPTER 20,206,[]
"Caught between two armies, the mouls didn't even have a million to one chance. And the wights fought like mad things ... worse, they fought like sane things, with the very best weapons they'd been able to make, cutting and cutting. Like surgeons, Pismire said later. Or people who had found out that the best kind of future is one you make yourself.",09_The Carpet People,18,CHAPTER 20,208,['Pismire']
"Afterwards, they found that Athan the wight had died in the fighting. But at least he hadn't known he was going to. And wights talk to each other in strange ways, across the whole of the Carpet, and his new ideas had flashed like fire from wight to wight: you don't have to accept it, you can change what's going to happen.",09_The Carpet People,18,CHAPTER 20,209,['wight']
"No-one could find the Emperor. No-one looked very hard. No-one said anything, but somehow everyone assumed that Bane was in charge now.",09_The Carpet People,18,CHAPTER 20,212,['Bane']
"It doesn't all stop with the fighting, Snibril thought. The end of the fighting is when the problems start, no matter if you've won or lost. There are thousands of people with one day's food and no houses, and there's still mouls out there-although I think they'll be keeping away for a while. And the Empire's in bits. And there's still the High Gate Land to deal with.",09_The Carpet People,18,CHAPTER 20,213,[]
"At least the question of food was easily settled. There were dead snargs everywhere. As Glurk said, there was no sense in letting them go to waste.",09_The Carpet People,18,CHAPTER 20,214,['Glurk']
"Bane spent all day sitting in the ruins of the palace, listening to the crowds of people who filed past him, and occasionally giving orders. A squad was sent off to Jeopard, to bring back the rest of the Munrung's carts.",09_The Carpet People,18,CHAPTER 20,215,['Bane']
"And then they brought in Jornarileesh. He'd been badly injured by a spear, but Glurk's snarg-gathering party had found him alive. They tried to drag him in front of Bane, but since he could hardly stand up there wasn't much point.",09_The Carpet People,18,CHAPTER 20,217,"['Glurk', 'Bane']"
"""That's what matters,"" said Snibril. ""That's why Ware was built. Because people wanted to find better ways than fighting. And stop being afraid of the future.""",09_The Carpet People,18,CHAPTER 20,236,['Ware']
"""When it was time to choose, whose side were you on?"" said Snibril. ""Anyway, you were part of the Empire. You just didn't know it. You spent so much time being proud of not being part of it that you ended up ... well, being part of it. What would you do if the Empire didn't exist? Go back to throwing people off rocks!""",09_The Carpet People,18,CHAPTER 20,238,[]
"""Listen to me,"" said Bane, and now the tone of his voice was like bronze. ""I killed Gormaleesh because people like that shouldn't be allowed to exist. You, I'm not sure about. But if you annoy me one more time, I'll kill you where you stand. Now ... take him away!""",09_The Carpet People,18,CHAPTER 20,246,"['Bane', 'Gormaleesh']"
"Jornarileesh opened his mouth, and then shut it again. Snibril stared at the pair of them. He'd do it, he thought. Here and now. Not out of cruelty or rage, but because it needed to be done.",09_The Carpet People,18,CHAPTER 20,247,['Jornarileesh']
"""Snibril's right, though,"" said Pismire, as the silent moul was hurried off. ""Everyone's done things the old way. Now we'll have to find a new way. Otherwise there won't be any way. We don't want to have to go through all this just to start squabbling over something else. The Empire-""",09_The Carpet People,18,CHAPTER 20,249,['Pismire']
"""There might be something better,"" said Bane. ""I'm thinking about it. Lots of small countries and cities joined together could be better than one big Empire. I don't know.""",09_The Carpet People,18,CHAPTER 20,252,['Bane']
He looked up. At the back of the group were some of the wights. They hadn't said anything. No-one knew their names.,09_The Carpet People,18,CHAPTER 20,255,[]
"""My name is Tarillon the minemaster. We are leaving now. We think ... we think we can feel a future now. We ... are remembering once more.""",09_The Carpet People,18,CHAPTER 20,260,[]
"""We are wights again. Proper wights. We think we are beginning to remember a new history so now, if you please, we will go back to our lives."" She smiled. ""I remember I said this!""",09_The Carpet People,18,CHAPTER 20,264,[]
"""Oh,"" said Bane. He looked embarrassed, a practical man faced with something he was too busy to understand. ""Well. Good. I'm glad for you. If there's anything we can do-""",09_The Carpet People,18,CHAPTER 20,265,['Bane']
"It was morning. The wights were hurrying away through the ruins, and he had to hurry to catch up with them.",09_The Carpet People,18,CHAPTER 20,270,[]
"She frowned. ""We tried this, this ... deciding. We listened to Athan. He told about the way of making choices. We have tried it. It is terrible. How can you do it? Living and not knowing what will happen. Unsure at every waking morning that you will see the night. It would drive us mad! But we're wights. We can't change what we are. We've helped create a new history. Now we think we can remember it again.""",09_The Carpet People,18,CHAPTER 20,274,['Athan']
"He found Roland where he had tethered him. Snibril didn't have much in his pack now. The piece of lucky dust had got lost. So had the coins. He was wearing the spare pair of boots. All he had now was a blanket, some knives, a piece of rope. A spear. You didn't really need much else.",09_The Carpet People,18,CHAPTER 20,281,['Roland']
"""I've spent a lot of time with you Munrungs. You know how to creep up. And, I might add, how to creep away.""",09_The Carpet People,18,CHAPTER 20,285,['Munrungs']
"Snibril turned. ""I just want to find out about the Carpet,"" he said. ""What Fray is. What's at the end of it all. You said we should always ask questions ... """,09_The Carpet People,18,CHAPTER 20,288,['Fray']
"""Yes."" Snibril climbed into the saddle. ""Did you know the wights think we're courageous because we can make decisions? They can't do it! They can't cope with it! And we thought they were special. Amazing what you learn.""",09_The Carpet People,18,CHAPTER 20,292,[]
"""Well, I want to find out more! And I want to go now, because if I leave it, I'll never go. I want to see all the things you told me about!"" Snibril said. ""The Chairleg. The Hearth. The Edge.""",09_The Carpet People,18,CHAPTER 20,294,[]
"Snibril stopped. ""But when I was little, you told me all sorts of stories about the Carpet! You mean they weren't true?""",09_The Carpet People,18,CHAPTER 20,296,[]
"""Oh, they were true. Otherwise they wouldn't have been written down."" Pismire shrugged. ""Always wanted to travel, myself. Never had the time, somehow. If you can, you know, ever find the time to jot down a few notes ... """,09_The Carpet People,18,CHAPTER 20,297,['Pismire']
"This last word was a shout, for Snibril had urged Roland forward. When he was no more than a speck on the road he turned and waved again.",09_The Carpet People,18,CHAPTER 20,304,['Roland']
"He felt a little sad. But there would always be somewhere to return to, somewhere. He smiled, and patted Roland's neck. Then, with rising hope and streaming hair, he urged the white horse into a gallop and they disappeared among the crowding hairs.",09_The Carpet People,18,CHAPTER 20,307,['Roland']
"The entire Lure of the Wyrm section parodies the Pern novels (an sf/fantasy series) by Anne McCaffrey. The heroine of the first Pern novel Dragonflight is called Lessa, and the exclamation mark in Terrys dragonriders names parallels the similar use of apostrophes in McCaffreys names.",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",0,"['Pern', 'Anne McCaffrey', 'Pern', 'Lessa']"
"This section in italics (continued later with Ninereeds) is another Pern reference, in this case to the way McCaffrey depicts the mental communications from the dragons.",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",2,"['Ninereeds', 'Pern', 'McCaffrey']"
"Although singing swords are common as dirt in myths and folklore, we do know that Terry is familiar with many old computer games, so the description of Kring may be a passing reference to the prototypical computer adventure game ADVENT (later versions of which were also known as Adventure or Colossal Cave). In this game, a room exists where a sword is stuck in an anvil. The next line of the rooms description goes: The sword is singing to itself.",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",6,['Terry']
"This echoes a famous line from Stanley Kubricks 1964 movie Dr Strangelove, which has President Merkin Muffley (Peter Sellers) saying: Gentlemen, you cant fight in here! This is the War Room.",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",10,"['Dr Strangelove', 'Merkin Muffley', 'Peter Sellers']"
"Zweiblumen is the (almost) literal German translation of Twoflower (it actually translates to Twoflowers, so a better translation would have been the singular form: Zweiblume).",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",12,"['Twoflower', 'Twoflowers', 'Zweiblume']"
"Rjinswand, however, is merely something that was intended to sound foreignit is not a word in any language known to the readers of alt.fan.pratchett.",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",13,[]
"Clearly they have been, get this, translated to another plane (the last few paragraphs of this section seem to support the theory that Terry actually intended this rather implicit pun). Note also the powerful travelling rune TWA appearing on the Luggage: Trans World Airlines.",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",15,['Terry']
"""Breakaway oxidation phenomena"" is a reasonably well-known example of doubletalk. Basically, what Terrys saying here is that Dr Rjinswand is an expert on uncontrolled fires in nuclear reactors. And we all know what Terrys job was before he became a Famous Author",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",17,"['Terrys', 'Dr Rjinswand', 'Terrys']"
"The fate of Dactylos has been suffered by craftsmen in our world as well. In 1555 Ivan the Terrible ordered the construction of St Basils Church in Moscow. He was so pleased with this piece of work by the two architects, Postnik and Barma, that he had them blinded so they would never be able to design anything more beautiful.",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",20,"['Dactylos', 'Postnik', 'Barma']"
"The Greek name Didactylos, besides having the word didactic as its root (very appropriate for a philosopher), also translates as Two-fingers.",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",21,['Didactylos']
"The British equivalent of giving someone the finger consists of extending two fingers upwards, palm facing the gesturer, in a kind of rotated V for Victory sign.",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",22,[]
"The origin of this rude gesture is supposed to date back to the battle of Agincourt. In those days the French used to cut the index and middle fingers off the right hands of any British archers they happened to catch, in order to render them useless for further shooting should they e.g. ever manage to escape and rejoin their army.",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",23,[]
When the English finally won the battle (largely thanks to their longbowmen) the gesture quickly evolved from a Frenchmen-ridiculing look what I still got statement into a more general rudeness.,10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",24,[]
"Whether this story, charming as it may be, is in fact completely incorrect, or only partially incorrect, or completely correct after all, is something I will no longer be attempting to resolve in this annotation, since proponents of all three theories have been supplying me with quotes from various history books in order to support their claim.",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",25,[]
"Probably the best known version of this line is from Woody Allen, who said: I dont want to achieve immortality through my work. I want to achieve it through not dying.",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",29,['Woody Allen']
"In Greek mythology Tethys or Thetis was the personification of the feminine fecundity of the sea. She was the daughter of Uranus and Gaia, and the youngest female Titan (or Titanide). Eventually she married her brother Oceanus, and together they had more than 3000 children, namely all the rivers of the world.",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",31,"['Tethys', 'Thetis', 'Oceanus']"
"Undoubtedly because of these origins, Tethys is a name that has been given to, amongst others, a tropical sea that existed during the Triassic era in what is now Southern Europe, and to a moon of Saturn, one primarily composed of water ice.",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",32,['Tethys']
"Note that this is one instance where it appears Terry violates his own unwritten rule that trolls should have mineral names. Perhaps this is simply because we are looking at this early book in the series with hindsight: the only rock troll to appear up to this point lasted about three paragraphs and didnt have a chance to introduce himself. But even if the unwritten rule was already established in Terrys mind at this point, it seems reasonable that it need not apply to Tethis, who is, after all, neither a rock troll nor originally a Discworld creature.",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",33,['Terry']
Tethis is describing a planet designed according to a world-view that is about as ancient and as widespread as the idea of a Discworld itself.,10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",39,[]
"The snow and glaciers seem to point specifically to the Norse mythology however, where the Midgard serpent Jormungand circles the world in the manner described.",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",40,['Jormungand']
"It is stereotypical that in fantasy fiction (e.g. Jack Vances Dying Earth stories) and role-playing games (e.g. Advanced Dungeons & Dragons) spells are often named after their creator, e.g. Bigbys Crushing Hand. And indeed, in our universe Augustin Fresnel was the 19th century inventor of the Fresnel lens, often used in lighthouses to concentrate the light beam. A Fresnel lens consists of concentric ring segments; its main advantage is that it is not as thick as a (large) normal lens would be. The disc Rincewind is referring to is a transparent lens twenty feet across.",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",42,"['Jack Vances Dying Earth', 'Bigbys Crushing', 'Augustin Fresnel', 'Rincewind']"
"""Space the final frontier. These are the voyages of the Starship Enterprise. Its five-year mission: to explore strange new worlds, to seek out new life and new civilisationsto boldly go where no man has gone before.""",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",45,[]
"People have been wondering if this was perhaps a real sentence in some Scandinavian language (the letters used are from the Danish/Norwegian alphabet), but it isnt.",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",48,[]
"Terry remarks: The point is that Krullian isnt Swedishits just a language that looks foreign. In the same way, I hope the hell that when Witches Abroad is translated the translators use some common sense when dealing with Nanny Oggs fractured Esperanto.",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",49,['Terry']
"Widdershins is in fact an existing word meaning counter-sunwise, i.e. counter-clockwise in the Northern hemisphere, clockwise down South. A synonym for turnwise is deosil, which helps explain Ankh-Morporks Deosil Gate as found on the The Streets of Ankh-Morpork Mappe.",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",51,[]
"A presumably knowledgeable correspondent tells me that actually, if you do the calculations, it turns out that it would be the other way around (on average, the sun is closer to the hub than the rim, so the hub would be warmer).",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",54,[]
"Do not feel obliged to take his word for it, though. Discworld Mechanics is one of alt.fan.pratchetts favourite Perennial Discussion Topics, and I dont think that any two given participants in such a thread have ever managed to agree on anything definite about the way in which the Discworld might work. See also the The Turtle Moves! section in",10_The Colour of Magic,0,"chapter 5) explains cully as being a contracted form of cullion, a despicable creature (from the Italian: coglione). An Italian correspondent subsequently informed me that coglione is actually a popular term for testicle, which is often used to signify a stupid and gullible person. According to the Oxford English Dictionary, cully may also have been a gypsy word.",55,[]
"The shape and cosmology of the disc system are perhaps worthy of note at this point. There are, of course, two major directions on the disc: Hubward and Rimward. But since the disc itself revolves at the rate of once every eight hundred days (in order to distribute the weight fairly upon its supportive pachyderms, according to Reforgule of Krull) there are also two lesser directions, which are Turnwise and Widdershins.: #c_46 Since the discs tiny orbiting sunlet maintains a fixed orbit while the majestic disc turns slowly beneath it, it will be readily deduced that a disc year consists of not four but eight seasons. The summers are those times when the sun rises or sets at the nearest point on the Rim, the winters those occasions when it rises or sets at a point around ninety degrees along the circumference. Thus, in the lands around the Circle Sea, the year begins on Hogs Watch Night, progresses through a Spring Prime to its first midsummer (Small Gods Eve) which is followed by Autumn Prime and, straddling the half-year point of Crueltide, Winter Secundus (also known as the Spindlewinter, since at this time the sun rises in the direction of spin). Then comes Secundus Spring with Summer Two on its heels, the three quarter mark of the year being the night of Alls Fallowthe one night of the year, according to legend, when witches and warlocks stay in bed. Then drifting leaves and frosty nights drag on towards Backspindlewinter and a new Hogs Watch Night nestling like a frozen jewel at its heart.",10_The Colour of Magic,1,Chapter 5 for more information about the physical aspects of the Discworld.,3,"['Hubward and Rimward', 'Reforgule of Krull', 'Turnwise', 'Widdershins', 'Winter Secundus', 'Spindlewinter', 'Backspindlewinter']"
"Since the Hub is never closely warmed by the weak sun the lands there are locked in permafrost. The Rim, on the other hand, is a region of sunny islands and balmy days.: #c_47 There are, of course, eight days in a disc week and eight colours in its light spectrum. Eight is a number of some considerable occult significance on the disc and must never, ever, be spoken by a wizard.",10_The Colour of Magic,1,Chapter 5 for more information about the physical aspects of the Discworld.,4,[]
"Precisely why all the above should be so is not clear, but goes some way to explain why, on the disc, the Gods are not so much worshipped as blamed.",10_The Colour of Magic,1,Chapter 5 for more information about the physical aspects of the Discworld.,5,[]
"Although in Trob the last word in fact became a thing which may happen but once in the usable lifetime of a canoe hollowed diligently by axe and fire from the tallest diamondwood tree that grows in the noted diamondwood forests on the lower slopes of Mount Awayawa, home of the firegods or so it is said.",10_The Colour of Magic,1,Chapter 5 for more information about the physical aspects of the Discworld.,7,[]
"wizards, even failed wizards, have in addition to rods and cones in their eyeballs the tiny octagons that enable them to see into the far octarine, the basic colour of which all other colours are merely pale shadows impinging on normal fourdimensional space. It is said to be a sort of fluorescent greenish-yellow purple",10_The Colour of Magic,1,Chapter 5 for more information about the physical aspects of the Discworld.,13,[]
"such a one who, while wearing a copper nose ring, stands in a footbath atop Mount Raruaruaha during a heavy thunderstorm and shouts that Alohura, Goddess of Lightning, has the facial features of a diseased uloruaha root",10_The Colour of Magic,1,Chapter 5 for more information about the physical aspects of the Discworld.,21,[]
"Eight was also the Number of Bel-Shamharoth, which was why a sensible wizard would never mention the number if he could avoid it. Or youll be eight alive, apprentices were jocularly warned. Bel-Shamharoth was especially attracted to dabblers in magic who, by being as it were beachcombers on the shores of the unnatural, were already half-enmeshed in his nets. Rincewinds room number in his hall of residence had been 7a. He hadnt been surprised",10_The Colour of Magic,1,Chapter 5 for more information about the physical aspects of the Discworld.,29,"['Bel-Shamharoth', 'Bel-Shamharoth']"
"demons do not breathe; however, every intelligent being, whether it breathes or not, coughs nervously at some time in its life. And this was one of them as far as the demon was concerned",10_The Colour of Magic,1,Chapter 5 for more information about the physical aspects of the Discworld.,31,[]
"this usually woke him up with his ankles sweating; he would have been even more worried had he known that the nightmare was not, as he thought, just the usual discworld vertigo. It was a backwards memory of an event in his future so terrifying that it had generated harmonics of fear all the way along his lifeline",10_The Colour of Magic,1,Chapter 5 for more information about the physical aspects of the Discworld.,47,[]
"and dragons had come this way once, it seemed; there was a room full of rotting harness, dragon-sized, and another room containing plate and chain mail big enough for elephants",10_The Colour of Magic,1,Chapter 5 for more information about the physical aspects of the Discworld.,55,[]
"Owing to the density of the magical field surrounding the disc, light itself moved at sub-sonic speeds; this interesting property was well utilised by the Sorca people of the Great Nef, for example, who over the centuries had constructed intricate and delicate dams, and valleys walled with polished silica, to catch the slow sunlight and sort of store it. The scintillating reservoirs of the Nef, overflowing after several weeks of uninterrupted sunlight, were a truly magnificent sight from the air and it is therefore unfortunate that Twoflower and Rincewind did not happen to glance in that direction.",10_The Colour of Magic,1,Chapter 5 for more information about the physical aspects of the Discworld.,59,"['Twoflower', 'Rincewind']"
"Water on the disc has an uncommon fourth state, caused by intense heat combined with the strange dessicating effects of octarine light; it dehydrates, leaving a silvery residue like free-flowing sand through which a well-designed hull can glide with ease. The Dehydrated Ocean is a strange place, but not so strange as its fish.",10_The Colour of Magic,1,Chapter 5 for more information about the physical aspects of the Discworld.,65,[]
"Plants on the disc, while including the categories known commonly as annuals, which were sown this year to come up later this year, biennials, sown this year to grow next year, and perennials, sown this year to grow until further notice, also included a few rare re-annuals which, because of an unusual four-dimensional twist in their genes, could be planted this year to come up last year. The vul nut vine was particularly exceptional in that it could flourish as many as eight years prior to its seed actually being sown. Vul nut wine was reputed to give certain drinkers an insight into the future which was, from the nuts point of view, the past. Strange but true.",10_The Colour of Magic,1,Chapter 5 for more information about the physical aspects of the Discworld.,69,['Vul']
"It was a summer shower but didn't appear to know it, and it was pouring rain as fast as a winter storm.",13_The Wee Free Men,0,Chapter 1A Clang Well Done,1,[]
Miss Perspicacia Tick sat in what little shelter a raggedy hedge could give her and explored the universe. She didn't notice the rain. Witches dried out quickly.,13_The Wee Free Men,0,Chapter 1A Clang Well Done,2,['Perspicacia Tick']
"The exploring of the universe was being done with a couple of twigs tied together with string, a stone with a hole in it, an egg, one of Miss Tick's stockings which also had a hole in it, a pin, a piece of paper and a tiny stub of pencil. Unlike wizards, witches learn to make do with a little.",13_The Wee Free Men,0,Chapter 1A Clang Well Done,3,['Tick']
"The items had been tied and twisted together to make a... device. It moved oddly when she prodded it. One of the sticks seemed to pass right through the egg, for example, and came out the other side without leaving a mark.",13_The Wee Free Men,0,Chapter 1A Clang Well Done,4,[]
